id,in_node,out_node,semantic_type,processid,sequence,priority,type
17277,4.2,z_2526,询问金额+询问费用+询问总欠款,recollect,,2.0,2.0
17278,5.1,z_2526,询问金额+询问费用+询问总欠款,recollect,,2.0,2.0
17286,1.1,z_2528,询问时间,recollect,,4.0,2.0
17287,2.1,z_2528,询问时间,recollect,,4.0,2.0
17288,2.2,z_2528,询问时间,recollect,,4.0,2.0
17289,3.1,z_2528,询问时间,recollect,,4.0,2.0
17290,3.2,z_2528,询问时间,recollect,,4.0,2.0
17291,4.2,z_2528,询问时间,recollect,,4.0,2.0
17292,5.1,z_2528,询问时间,recollect,,4.0,2.0
17293,1.1,z_2529,询问信息源,recollect,,5.0,2.0
17294,2.1,z_2529,询问信息源,recollect,,5.0,2.0
17295,2.2,z_2529,询问信息源,recollect,,5.0,2.0
17296,3.1,z_2529,询问信息源,recollect,,5.0,2.0
17297,3.2,z_2529,询问信息源,recollect,,5.0,2.0
17298,4.2,z_2529,询问信息源,recollect,,5.0,2.0
17299,5.1,z_2529,询问信息源,recollect,,5.0,2.0
17300,1.1,z_2530,询问客服电话+转人工+询问卡号+询问处理方式+询问账单+查消费明细+询问利率+办理分期,recollect,,6.0,2.0
17301,2.1,z_2530,询问客服电话+转人工+询问卡号+询问处理方式+询问账单+查消费明细+询问利率+办理分期,recollect,,6.0,2.0
17302,2.2,z_2530,询问客服电话+转人工+询问卡号+询问处理方式+询问账单+查消费明细+询问利率+办理分期,recollect,,6.0,2.0
17303,3.1,z_2530,询问客服电话+转人工+询问卡号+询问处理方式+询问账单+查消费明细+询问利率+办理分期,recollect,,6.0,2.0
17304,3.2,z_2530,询问客服电话+转人工+询问卡号+询问处理方式+询问账单+查消费明细+询问利率+办理分期,recollect,,6.0,2.0
17305,4.2,z_2530,询问客服电话+转人工+询问卡号+询问处理方式+询问账单+查消费明细+询问利率+办理分期,recollect,,6.0,2.0
17306,5.1,z_2530,询问客服电话+转人工+询问卡号+询问处理方式+询问账单+查消费明细+询问利率+办理分期,recollect,,6.0,2.0
17307,1.1,m_2531,投诉语境,recollect,,1.0,3.0
17308,2.1,m_2531,投诉语境,recollect,,1.0,3.0
17309,2.2,m_2531,投诉语境,recollect,,1.0,3.0
17310,3.1,m_2531,投诉语境,recollect,,1.0,3.0
17311,3.2,m_2531,投诉语境,recollect,,1.0,3.0
17312,4.2,m_2531,投诉语境,recollect,,1.0,3.0
17313,5.1,m_2531,投诉语境,recollect,,1.0,3.0
17314,1.1,m_2532,已还款,recollect,,2.0,3.0
17315,2.1,m_2532,已还款,recollect,,2.0,3.0
17316,2.2,m_2532,已还款,recollect,,2.0,3.0
17317,3.1,m_2532,已还款,recollect,,2.0,3.0
17318,3.2,m_2532,已还款,recollect,,2.0,3.0
17319,4.2,m_2532,已还款,recollect,,2.0,3.0
17320,5.1,m_2532,已还款,recollect,,2.0,3.0
17321,1.1,m_2533,在忙语境,recollect,,3.0,3.0
17322,2.1,m_2533,在忙语境,recollect,,3.0,3.0
17323,2.2,m_2533,在忙语境,recollect,,3.0,3.0
17324,3.1,m_2533,在忙语境,recollect,,3.0,3.0
17325,3.2,m_2533,在忙语境,recollect,,3.0,3.0
17326,4.2,m_2533,在忙语境,recollect,,3.0,3.0
17327,5.1,m_2533,在忙语境,recollect,,3.0,3.0
17328,1.1,2.1,肯定+本人,hetwo,1.0,,1.0
17329,1.1,2.2,否定+非本人+关联人+非关联人+本人不在,hetwo,2.0,,1.0
17330,1.1,-99,无效语义,hetwo,3.0,,4.0
17334,2.2,3.4,肯定+关联人,hetwo,4.0,,1.0
17335,2.2,3.3,否定+非关联人,hetwo,5.0,,1.0
17336,2.2,-99,无效语义,hetwo,6.0,,4.0
17338,3.2,4.2,否定+不同意明日还款,hetwo,13.0,,1.0
17339,3.2,-99,无效语义,hetwo,14.0,,4.0
17343,1.1,z_1,不认可金额+询问逾期影响+卡片遗失+否认办卡,hetwo,,1.0,2.0
17345,2.2,z_1,不认可金额+询问逾期影响+卡片遗失+否认办卡,hetwo,,1.0,2.0
17346,3.2,z_1,不认可金额+询问逾期影响+卡片遗失+否认办卡,hetwo,,1.0,2.0
17348,1.1,z_2,无法还全款(民生),hetwo,,2.0,2.0
17350,2.2,z_2,无法还全款(民生),hetwo,,2.0,2.0
17351,3.2,z_2,无法还全款(民生),hetwo,,2.0,2.0
17353,1.1,z_3,询问机器人,hetwo,,3.0,2.0
17355,2.2,z_3,询问机器人,hetwo,,3.0,2.0
17356,3.2,z_3,询问机器人,hetwo,,3.0,2.0
17358,1.1,z_4,询问金额+询问最低还款额+询问总欠款+询问费用,hetwo,,4.0,2.0
17360,2.2,z_4,询问金额+询问最低还款额+询问总欠款+询问费用,hetwo,,4.0,2.0
17361,3.2,z_4,询问金额+询问最低还款额+询问总欠款+询问费用,hetwo,,4.0,2.0
17363,1.1,z_5,等待语境,hetwo,,5.0,2.0
17365,2.2,z_5,等待语境,hetwo,,5.0,2.0
17366,3.2,z_5,等待语境,hetwo,,5.0,2.0
17368,1.1,z_6,询问客服电话,hetwo,,6.0,2.0
17370,2.2,z_6,询问客服电话,hetwo,,6.0,2.0
17371,3.2,z_6,询问客服电话,hetwo,,6.0,2.0
17378,1.1,z_8,询问机构,hetwo,,8.0,2.0
17380,2.2,z_8,询问机构,hetwo,,8.0,2.0
17381,3.2,z_8,询问机构,hetwo,,8.0,2.0
17383,1.1,z_9,询问是否会联系关联人,hetwo,,9.0,2.0
17385,2.2,z_9,询问是否会联系关联人,hetwo,,9.0,2.0
17386,3.2,z_9,询问是否会联系关联人,hetwo,,9.0,2.0
17388,1.1,z_10,卡不是我在用,hetwo,,10.0,2.0
17390,2.2,z_10,卡不是我在用,hetwo,,10.0,2.0
17391,3.2,z_10,卡不是我在用,hetwo,,10.0,2.0
17393,1.1,z_11,办理分期,hetwo,,11.0,2.0
17395,2.2,z_11,办理分期,hetwo,,11.0,2.0
17396,3.2,z_11,办理分期,hetwo,,11.0,2.0
17398,1.1,z_12,询问时间,hetwo,,12.0,2.0
17400,2.2,z_12,询问时间,hetwo,,12.0,2.0
17401,3.2,z_12,询问时间,hetwo,,12.0,2.0
17403,1.1,m_1,已还款,hetwo,,1.0,3.0
17405,2.2,m_1,已还款,hetwo,,1.0,3.0
17406,3.2,m_1,已还款,hetwo,,1.0,3.0
17408,1.1,m_2,在忙语境,hetwo,,2.0,3.0
17410,2.2,m_2,在忙语境,hetwo,,2.0,3.0
17411,3.2,m_2,在忙语境,hetwo,,2.0,3.0
17413,1.1,m_3,生病,hetwo,,3.0,3.0
17415,2.2,m_3,生病,hetwo,,3.0,3.0
17416,3.2,m_3,生病,hetwo,,3.0,3.0
17418,1.1,m_4,投诉语境,hetwo,,4.0,3.0
17420,2.2,m_4,投诉语境,hetwo,,4.0,3.0
17421,3.2,m_4,投诉语境,hetwo,,4.0,3.0
17423,2.1,3.1,肯定+同意今日还款,hetwo,9.0,,1.0
17424,2.1,3.2,否定+不同意今日还款,hetwo,10.0,,1.0
17425,2.1,-99,无效语义,hetwo,11.0,,4.0
17426,3.2,4.1,肯定+同意明日还款,hetwo,15.0,,1.0
17427,1.1,2.1,本人+肯定,w,1.0,,1.0
17428,1.1,2.2,否定+非本人,w,2.0,,1.0
17429,1.1,-99,无效语义,w,3.0,,4.0
17430,2.1,3.1,不认可金额,w,4.0,,1.0
17431,1.1,2.1,本人+肯定,wV002,1.0,,1.0
17432,1.1,2.2,否定+非本人,wV002,2.0,,1.0
17433,1.1,-99,无效语义,wV002,3.0,,4.0
17434,2.1,3.1,不认可金额,wV002,4.0,,1.0
17435,1.1,2.1,本人+肯定,wV003,1.0,,1.0
17436,1.1,2.2,否定+非本人,wV003,2.0,,1.0
17437,1.1,-99,无效语义,wV003,3.0,,4.0
17438,2.1,3.1,不认可金额,wV003,4.0,,1.0
17439,1.1,2.1,肯定,wjj,1.0,,1.0
17440,1.1,2.1,肯定+本人,lccs,1.0,,1.0
17441,1.1,2.2,否定+非本人+关联人+非关联人,lccs,2.0,,1.0
17442,2.1,3.1,不认可金额,lccs,3.0,,1.0
17443,2.1,3.4,否定+不清楚借款+遗忘语境,lccs,4.0,,1.0
17444,2.1,3.2,肯定+清楚借款,lccs,5.0,,1.0
17445,2.2,3.5,肯定+关联人,lccs,6.0,,1.0
17446,2.2,3.6,否定+非关联人,lccs,7.0,,1.0
17447,3.2,5.1,肯定+同意今日还款,lccs,9.0,,1.0
17448,3.2,4.2,否定+不同意今日还款+同意明日还款+不同意明日还款,lccs,10.0,,1.0
17449,3.4,4.4,肯定+清楚借款+回忆起借款,lccs,11.0,,1.0
17450,3.4,4.5,否定+不清楚借款+遗忘语境,lccs,12.0,,1.0
17451,3.5,4.6,肯定+同意转告,lccs,13.0,,1.0
17452,3.5,4.7,否定+不同意转告,lccs,14.0,,1.0
17453,4.2,6.1,肯定+同意明日还款,lccs,16.0,,1.0
17454,4.2,5.4,否定+不同意明日还款,lccs,17.0,,1.0
17455,4.4,6.3,肯定+同意今日还款,lccs,18.0,,1.0
17456,4.4,5.6,否定+不同意今日还款+同意明日还款+不同意明日还款,lccs,19.0,,1.0
17457,5.6,7.1,肯定+同意明日还款,lccs,25.0,,1.0
17458,5.6,6.6,否定+不同意明日还款,lccs,26.0,,1.0
17459,1.1,z_1,询问卡号,lccs,,1.0,2.0
17460,2.1,z_1,询问卡号,lccs,,1.0,2.0
17461,2.2,z_1,询问卡号,lccs,,1.0,2.0
17462,3.2,z_1,询问卡号,lccs,,1.0,2.0
17463,3.4,z_1,询问卡号,lccs,,1.0,2.0
17464,3.5,z_1,询问卡号,lccs,,1.0,2.0
17465,4.2,z_1,询问卡号,lccs,,1.0,2.0
17466,4.4,z_1,询问卡号,lccs,,1.0,2.0
17467,5.6,z_1,询问卡号,lccs,,1.0,2.0
17468,1.1,z_2,否认办卡+还款后卡片情况,lccs,,2.0,2.0
17469,2.1,z_2,否认办卡+还款后卡片情况,lccs,,2.0,2.0
17470,2.2,z_2,否认办卡+还款后卡片情况,lccs,,2.0,2.0
17471,3.2,z_2,否认办卡+还款后卡片情况,lccs,,2.0,2.0
17472,3.4,z_2,否认办卡+还款后卡片情况,lccs,,2.0,2.0
17473,3.5,z_2,否认办卡+还款后卡片情况,lccs,,2.0,2.0
17474,4.2,z_2,否认办卡+还款后卡片情况,lccs,,2.0,2.0
17475,4.4,z_2,否认办卡+还款后卡片情况,lccs,,2.0,2.0
17476,5.6,z_2,否认办卡+还款后卡片情况,lccs,,2.0,2.0
17477,1.1,z_3,询问逾期影响,lccs,,3.0,2.0
17478,2.1,z_3,询问逾期影响,lccs,,3.0,2.0
17479,2.2,z_3,询问逾期影响,lccs,,3.0,2.0
17480,3.2,z_3,询问逾期影响,lccs,,3.0,2.0
17481,3.4,z_3,询问逾期影响,lccs,,3.0,2.0
17482,3.5,z_3,询问逾期影响,lccs,,3.0,2.0
17483,4.2,z_3,询问逾期影响,lccs,,3.0,2.0
17484,4.4,z_3,询问逾期影响,lccs,,3.0,2.0
17485,5.6,z_3,询问逾期影响,lccs,,3.0,2.0
17486,1.1,z_4,询问范围外问题+查消费明细+询问账单+询问利率+询问总欠款+询问最晚还款时间,lccs,,4.0,2.0
17487,2.1,z_4,询问范围外问题+查消费明细+询问账单+询问利率+询问总欠款+询问最晚还款时间,lccs,,4.0,2.0
17488,2.2,z_4,询问范围外问题+查消费明细+询问账单+询问利率+询问总欠款+询问最晚还款时间,lccs,,4.0,2.0
17489,3.2,z_4,询问范围外问题+查消费明细+询问账单+询问利率+询问总欠款+询问最晚还款时间,lccs,,4.0,2.0
17490,3.4,z_4,询问范围外问题+查消费明细+询问账单+询问利率+询问总欠款+询问最晚还款时间,lccs,,4.0,2.0
17491,3.5,z_4,询问范围外问题+查消费明细+询问账单+询问利率+询问总欠款+询问最晚还款时间,lccs,,4.0,2.0
17492,4.2,z_4,询问范围外问题+查消费明细+询问账单+询问利率+询问总欠款+询问最晚还款时间,lccs,,4.0,2.0
