id,in_node,out_node,semantic_type,processid,sequence,priority,type
12115,3.4,z_1502,询问最低还款额+还款后卡片情况+否认办卡,RESC,,11.0,2.0
12116,3.5,z_1502,询问最低还款额+还款后卡片情况+否认办卡,RESC,,11.0,2.0
12117,4.2,z_1502,询问最低还款额+还款后卡片情况+否认办卡,RESC,,11.0,2.0
12118,4.4,z_1502,询问最低还款额+还款后卡片情况+否认办卡,RESC,,11.0,2.0
12119,5.6,z_1502,询问最低还款额+还款后卡片情况+否认办卡,RESC,,11.0,2.0
12120,1.1,z_1503,询问逾期影响,RESC,,12.0,2.0
12121,2.1,z_1503,询问逾期影响,RESC,,12.0,2.0
12122,2.2,z_1503,询问逾期影响,RESC,,12.0,2.0
12123,3.2,z_1503,询问逾期影响,RESC,,12.0,2.0
12124,3.4,z_1503,询问逾期影响,RESC,,12.0,2.0
12125,3.5,z_1503,询问逾期影响,RESC,,12.0,2.0
12126,4.2,z_1503,询问逾期影响,RESC,,12.0,2.0
12127,4.4,z_1503,询问逾期影响,RESC,,12.0,2.0
12128,5.6,z_1503,询问逾期影响,RESC,,12.0,2.0
12129,1.1,z_1504,询问账单+查消费明细+询问时间,RESC,,13.0,2.0
12130,2.1,z_1504,询问账单+查消费明细+询问时间,RESC,,13.0,2.0
12131,2.2,z_1504,询问账单+查消费明细+询问时间,RESC,,13.0,2.0
12132,3.2,z_1504,询问账单+查消费明细+询问时间,RESC,,13.0,2.0
12133,3.4,z_1504,询问账单+查消费明细+询问时间,RESC,,13.0,2.0
12134,3.5,z_1504,询问账单+查消费明细+询问时间,RESC,,13.0,2.0
12135,4.2,z_1504,询问账单+查消费明细+询问时间,RESC,,13.0,2.0
12136,4.4,z_1504,询问账单+查消费明细+询问时间,RESC,,13.0,2.0
12137,5.6,z_1504,询问账单+查消费明细+询问时间,RESC,,13.0,2.0
12138,1.1,z_1505,等待语境,RESC,,14.0,2.0
12139,2.1,z_1505,等待语境,RESC,,14.0,2.0
12140,2.2,z_1505,等待语境,RESC,,14.0,2.0
12141,3.2,z_1505,等待语境,RESC,,14.0,2.0
12142,3.4,z_1505,等待语境,RESC,,14.0,2.0
12143,3.5,z_1505,等待语境,RESC,,14.0,2.0
12144,4.2,z_1505,等待语境,RESC,,14.0,2.0
12145,4.4,z_1505,等待语境,RESC,,14.0,2.0
12146,5.6,z_1505,等待语境,RESC,,14.0,2.0
12147,1.1,z_1506,询问金额,RESC,,15.0,2.0
12148,2.1,z_1506,询问金额,RESC,,15.0,2.0
12149,2.2,z_1506,询问金额,RESC,,15.0,2.0
12150,3.2,z_1506,询问金额,RESC,,15.0,2.0
12151,3.4,z_1506,询问金额,RESC,,15.0,2.0
12152,3.5,z_1506,询问金额,RESC,,15.0,2.0
12153,4.2,z_1506,询问金额,RESC,,15.0,2.0
12154,4.4,z_1506,询问金额,RESC,,15.0,2.0
12155,5.6,z_1506,询问金额,RESC,,15.0,2.0
12156,1.1,z_1507,询问最晚还款时间,RESC,,16.0,2.0
12157,2.1,z_1507,询问最晚还款时间,RESC,,16.0,2.0
12158,2.2,z_1507,询问最晚还款时间,RESC,,16.0,2.0
12159,3.2,z_1507,询问最晚还款时间,RESC,,16.0,2.0
12160,3.4,z_1507,询问最晚还款时间,RESC,,16.0,2.0
12161,3.5,z_1507,询问最晚还款时间,RESC,,16.0,2.0
12162,4.2,z_1507,询问最晚还款时间,RESC,,16.0,2.0
12163,4.4,z_1507,询问最晚还款时间,RESC,,16.0,2.0
12164,5.6,z_1507,询问最晚还款时间,RESC,,16.0,2.0
12165,1.1,z_1508,办理分期,RESC,,17.0,2.0
12166,2.1,z_1508,办理分期,RESC,,17.0,2.0
12167,2.2,z_1508,办理分期,RESC,,17.0,2.0
12168,3.2,z_1508,办理分期,RESC,,17.0,2.0
12169,3.4,z_1508,办理分期,RESC,,17.0,2.0
12170,3.5,z_1508,办理分期,RESC,,17.0,2.0
12171,4.2,z_1508,办理分期,RESC,,17.0,2.0
12172,4.4,z_1508,办理分期,RESC,,17.0,2.0
12173,5.6,z_1508,办理分期,RESC,,17.0,2.0
12174,1.1,z_1509,注销卡片,RESC,,18.0,2.0
12175,2.1,z_1509,注销卡片,RESC,,18.0,2.0
12176,2.2,z_1509,注销卡片,RESC,,18.0,2.0
12177,3.2,z_1509,注销卡片,RESC,,18.0,2.0
12178,3.4,z_1509,注销卡片,RESC,,18.0,2.0
12179,3.5,z_1509,注销卡片,RESC,,18.0,2.0
12180,4.2,z_1509,注销卡片,RESC,,18.0,2.0
12181,4.4,z_1509,注销卡片,RESC,,18.0,2.0
12182,5.6,z_1509,注销卡片,RESC,,18.0,2.0
12183,1.1,z_1510,询问机器人,RESC,,19.0,2.0
12184,2.1,z_1510,询问机器人,RESC,,19.0,2.0
12185,2.2,z_1510,询问机器人,RESC,,19.0,2.0
12186,3.2,z_1510,询问机器人,RESC,,19.0,2.0
12187,3.4,z_1510,询问机器人,RESC,,19.0,2.0
12188,3.5,z_1510,询问机器人,RESC,,19.0,2.0
12189,4.2,z_1510,询问机器人,RESC,,19.0,2.0
12190,4.4,z_1510,询问机器人,RESC,,19.0,2.0
12191,5.6,z_1510,询问机器人,RESC,,19.0,2.0
12192,1.1,z_1511,询问是否可代偿,RESC,,20.0,2.0
12193,2.1,z_1511,询问是否可代偿,RESC,,20.0,2.0
12194,2.2,z_1511,询问是否可代偿,RESC,,20.0,2.0
12195,3.2,z_1511,询问是否可代偿,RESC,,20.0,2.0
12196,3.4,z_1511,询问是否可代偿,RESC,,20.0,2.0
12197,3.5,z_1511,询问是否可代偿,RESC,,20.0,2.0
12198,4.2,z_1511,询问是否可代偿,RESC,,20.0,2.0
12199,4.4,z_1511,询问是否可代偿,RESC,,20.0,2.0
12200,5.6,z_1511,询问是否可代偿,RESC,,20.0,2.0
12201,1.1,z_1512,转人工,RESC,,21.0,2.0
12202,2.1,z_1512,转人工,RESC,,21.0,2.0
12203,2.2,z_1512,转人工,RESC,,21.0,2.0
12204,3.2,z_1512,转人工,RESC,,21.0,2.0
12205,3.4,z_1512,转人工,RESC,,21.0,2.0
12206,3.5,z_1512,转人工,RESC,,21.0,2.0
12207,4.2,z_1512,转人工,RESC,,21.0,2.0
12208,4.4,z_1512,转人工,RESC,,21.0,2.0
12209,5.6,z_1512,转人工,RESC,,21.0,2.0
12210,1.1,z_1513,卡不是我在用,RESC,,22.0,2.0
12211,2.1,z_1513,卡不是我在用,RESC,,22.0,2.0
12212,2.2,z_1513,卡不是我在用,RESC,,22.0,2.0
12213,3.2,z_1513,卡不是我在用,RESC,,22.0,2.0
12214,3.4,z_1513,卡不是我在用,RESC,,22.0,2.0
12215,3.5,z_1513,卡不是我在用,RESC,,22.0,2.0
12216,4.2,z_1513,卡不是我在用,RESC,,22.0,2.0
12217,4.4,z_1513,卡不是我在用,RESC,,22.0,2.0
12218,5.6,z_1513,卡不是我在用,RESC,,22.0,2.0
12219,1.1,z_1514,卡片遗失,RESC,,23.0,2.0
12220,2.1,z_1514,卡片遗失,RESC,,23.0,2.0
12221,2.2,z_1514,卡片遗失,RESC,,23.0,2.0
12222,3.2,z_1514,卡片遗失,RESC,,23.0,2.0
12223,3.4,z_1514,卡片遗失,RESC,,23.0,2.0
12224,3.5,z_1514,卡片遗失,RESC,,23.0,2.0
12225,4.2,z_1514,卡片遗失,RESC,,23.0,2.0
12226,4.4,z_1514,卡片遗失,RESC,,23.0,2.0
12227,5.6,z_1514,卡片遗失,RESC,,23.0,2.0
12228,1.1,z_1515,询问能否自动扣款,RESC,,24.0,2.0
12229,2.1,z_1515,询问能否自动扣款,RESC,,24.0,2.0
12230,2.2,z_1515,询问能否自动扣款,RESC,,24.0,2.0
12231,3.2,z_1515,询问能否自动扣款,RESC,,24.0,2.0
12232,3.4,z_1515,询问能否自动扣款,RESC,,24.0,2.0
12233,3.5,z_1515,询问能否自动扣款,RESC,,24.0,2.0
12234,4.2,z_1515,询问能否自动扣款,RESC,,24.0,2.0
12235,4.4,z_1515,询问能否自动扣款,RESC,,24.0,2.0
12236,5.6,z_1515,询问能否自动扣款,RESC,,24.0,2.0
12237,1.1,z_1516,免息还款,RESC,,25.0,2.0
12238,2.1,z_1516,免息还款,RESC,,25.0,2.0
12239,2.2,z_1516,免息还款,RESC,,25.0,2.0
12240,3.2,z_1516,免息还款,RESC,,25.0,2.0
12241,3.4,z_1516,免息还款,RESC,,25.0,2.0
12242,3.5,z_1516,免息还款,RESC,,25.0,2.0
12243,4.2,z_1516,免息还款,RESC,,25.0,2.0
12244,4.4,z_1516,免息还款,RESC,,25.0,2.0
12245,5.6,z_1516,免息还款,RESC,,25.0,2.0
12246,1.1,z_1517,提前还款,RESC,,26.0,2.0
12247,2.1,z_1517,提前还款,RESC,,26.0,2.0
12248,2.2,z_1517,提前还款,RESC,,26.0,2.0
12249,3.2,z_1517,提前还款,RESC,,26.0,2.0
12250,3.4,z_1517,提前还款,RESC,,26.0,2.0
12251,3.5,z_1517,提前还款,RESC,,26.0,2.0
12252,4.2,z_1517,提前还款,RESC,,26.0,2.0
12253,4.4,z_1517,提前还款,RESC,,26.0,2.0
12254,5.6,z_1517,提前还款,RESC,,26.0,2.0
12255,1.1,z_1346,询问时间+查消费明细+询问账单,GHSC,,22.0,
12256,2.1,z_1346,询问时间+查消费明细+询问账单,GHSC,,22.0,
12257,2.2,z_1346,询问时间+查消费明细+询问账单,GHSC,,22.0,
12258,4.2,z_1346,询问时间+查消费明细+询问账单,GHSC,,22.0,
12259,3.4,z_1346,询问时间+查消费明细+询问账单,GHSC,,22.0,
12260,3.5,z_1346,询问时间+查消费明细+询问账单,GHSC,,22.0,
12261,5.6,z_1346,询问时间+查消费明细+询问账单,GHSC,,22.0,
12262,2.1,5.1,肯定+同意今日还款,GHSC,6.0,,1.0
12263,1.1,z_1329,询问机构,GHSC,,8.0,
12264,2.1,z_1329,询问机构,GHSC,,8.0,
12265,2.2,z_1329,询问机构,GHSC,,8.0,
12266,4.2,z_1329,询问机构,GHSC,,8.0,
12267,3.4,z_1329,询问机构,GHSC,,8.0,
12268,3.5,z_1329,询问机构,GHSC,,8.0,
12269,5.6,z_1329,询问机构,GHSC,,8.0,
12270,1.1,m1260,投诉语境+投诉,RESC,,1.0,
12271,2.1,m1260,投诉语境+投诉,RESC,,1.0,
12272,2.2,m1260,投诉语境+投诉,RESC,,1.0,
12273,3.2,m1260,投诉语境+投诉,RESC,,1.0,
12274,3.4,m1260,投诉语境+投诉,RESC,,1.0,
12275,3.5,m1260,投诉语境+投诉,RESC,,1.0,
12276,4.2,m1260,投诉语境+投诉,RESC,,1.0,
12277,4.4,m1260,投诉语境+投诉,RESC,,1.0,
12278,5.6,m1260,投诉语境+投诉,RESC,,1.0,
12279,1.1,z_1365,询问机构,GHZC,,8.0,
12280,2.1,z_1365,询问机构,GHZC,,8.0,
12281,2.2,z_1365,询问机构,GHZC,,8.0,
12282,3.1,z_1365,询问机构,GHZC,,8.0,
12283,3.2,z_1365,询问机构,GHZC,,8.0,
12284,4.1,z_1365,询问机构,GHZC,,8.0,
12285,5.1,z_1365,询问机构,GHZC,,8.0,
12286,1.1,2.2,否定+非本人+关联人+非关联人,REZC,2.0,,1.0
12287,1.1,z_8,询问机构,REZC,,9.0,
12288,2.1,z_8,询问机构,REZC,,9.0,
12289,2.2,z_8,询问机构,REZC,,9.0,
12290,3.1,z_8,询问机构,REZC,,9.0,
12291,3.3,z_8,询问机构,REZC,,9.0,
12292,4.2,z_8,询问机构,REZC,,9.0,
12293,5.1,z_8,询问机构,REZC,,9.0,
12294,1.1,-99,无效语义,REZC,3.0,,4.0
12295,2.1,-99,无效语义,REZC,5.0,,4.0
12296,2.2,-99,无效语义,REZC,7.0,,4.0
12297,3.1,-99,无效语义,REZC,10.0,,4.0
12298,3.3,-99,无效语义,REZC,13.0,,4.0
12299,4.2,-99,无效语义,REZC,17.0,,4.0
12300,5.1,-99,无效语义,REZC,22.0,,4.0
12301,1.1,-99,无效语义,RESC,2.0,,4.0
12302,2.1,-99,无效语义,RESC,5.0,,4.0
12303,2.2,-99,无效语义,RESC,9.0,,4.0
12304,3.2,-99,无效语义,RESC,13.0,,4.0
12305,3.4,-99,无效语义,RESC,16.0,,4.0
12306,3.5,-99,无效语义,RESC,19.0,,4.0
12307,4.2,-99,无效语义,RESC,24.0,,4.0
12308,4.4,-99,无效语义,RESC,27.0,,4.0
12309,1.1,m1343,投诉语境,GHSC,,1.0,
12310,2.1,m1343,投诉语境,GHSC,,1.0,
12311,2.2,m1343,投诉语境,GHSC,,1.0,
12312,4.2,m1343,投诉语境,GHSC,,1.0,
12313,3.4,m1343,投诉语境,GHSC,,1.0,
12314,3.5,m1343,投诉语境,GHSC,,1.0,
12315,5.6,m1343,投诉语境,GHSC,,1.0,
12316,1.1,m1288,投诉语境,REZC,,1.0,
12317,2.1,m1288,投诉语境,REZC,,1.0,
12318,2.2,m1288,投诉语境,REZC,,1.0,
12319,3.1,m1288,投诉语境,REZC,,1.0,
12320,3.3,m1288,投诉语境,REZC,,1.0,
12321,4.2,m1288,投诉语境,REZC,,1.0,
12322,5.1,m1288,投诉语境,REZC,,1.0,
12323,1.1,-99,无效语义,GHSC,2.0,,4.0
12324,1.1,z_1518,询问处理方式,RESC,,27.0,2.0
12325,2.1,z_1518,询问处理方式,RESC,,27.0,2.0
12326,2.2,z_1518,询问处理方式,RESC,,27.0,2.0
12327,3.2,z_1518,询问处理方式,RESC,,27.0,2.0
12328,3.4,z_1518,询问处理方式,RESC,,27.0,2.0
12329,3.5,z_1518,询问处理方式,RESC,,27.0,2.0
12330,4.2,z_1518,询问处理方式,RESC,,27.0,2.0
12331,4.4,z_1518,询问处理方式,RESC,,27.0,2.0
12332,5.6,z_1518,询问处理方式,RESC,,27.0,2.0
12333,2.1,-99,无效语义,GHSC,5.0,,4.0
12334,2.2,-99,无效语义,GHSC,10.0,,4.0
12335,1.1,z_1519,询问金额,RESC,,28.0,2.0
12336,2.1,z_1519,询问金额,RESC,,28.0,2.0
12337,2.2,z_1519,询问金额,RESC,,28.0,2.0
12338,3.2,z_1519,询问金额,RESC,,28.0,2.0
12339,3.4,z_1519,询问金额,RESC,,28.0,2.0
12340,3.5,z_1519,询问金额,RESC,,28.0,2.0
12341,4.2,z_1519,询问金额,RESC,,28.0,2.0
12342,4.4,z_1519,询问金额,RESC,,28.0,2.0
12343,5.6,z_1519,询问金额,RESC,,28.0,2.0
12344,4.2,-99,无效语义,GHSC,15.0,,4.0
12345,3.4,-99,无效语义,GHSC,18.0,,4.0
12346,3.5,-99,无效语义,GHSC,22.0,,4.0
12347,5.6,-99,无效语义,GHSC,29.0,,4.0
12348,1.1,z_1520,询问机构,RESC,,29.0,2.0
12349,2.1,z_1520,询问机构,RESC,,29.0,2.0
12350,2.2,z_1520,询问机构,RESC,,29.0,2.0
12351,3.2,z_1520,询问机构,RESC,,29.0,2.0
12352,3.4,z_1520,询问机构,RESC,,29.0,2.0
12353,3.5,z_1520,询问机构,RESC,,29.0,2.0
12354,4.2,z_1520,询问机构,RESC,,29.0,2.0
12355,4.4,z_1520,询问机构,RESC,,29.0,2.0
12356,5.6,z_1520,询问机构,RESC,,29.0,2.0
12357,1.1,z_1521,询问客服电话,RESC,,30.0,2.0
12358,2.1,z_1521,询问客服电话,RESC,,30.0,2.0
12359,2.2,z_1521,询问客服电话,RESC,,30.0,2.0
12360,3.2,z_1521,询问客服电话,RESC,,30.0,2.0
12361,3.4,z_1521,询问客服电话,RESC,,30.0,2.0
12362,3.5,z_1521,询问客服电话,RESC,,30.0,2.0
12363,4.2,z_1521,询问客服电话,RESC,,30.0,2.0
12364,4.4,z_1521,询问客服电话,RESC,,30.0,2.0
12365,5.6,z_1521,询问客服电话,RESC,,30.0,2.0
12366,5.6,-99,无效语义,RESC,36.0,,4.0
12376,1.1,z_1494,询问卡号,REZC,,8.0,
12377,2.1,z_1494,询问卡号,REZC,,8.0,
12378,2.2,z_1494,询问卡号,REZC,,8.0,
12379,3.1,z_1494,询问卡号,REZC,,8.0,
12380,3.3,z_1494,询问卡号,REZC,,8.0,
12381,4.2,z_1494,询问卡号,REZC,,8.0,
12382,5.1,z_1494,询问卡号,REZC,,8.0,
12383,1.1,z_1495,询问最低还款额+还款后卡片情况+否认办卡,REZC,,10.0,2.0
12384,2.1,z_1495,询问最低还款额+还款后卡片情况+否认办卡,REZC,,10.0,2.0
12385,2.2,z_1495,询问最低还款额+还款后卡片情况+否认办卡,REZC,,10.0,2.0
12386,3.1,z_1495,询问最低还款额+还款后卡片情况+否认办卡,REZC,,10.0,2.0
12387,3.3,z_1495,询问最低还款额+还款后卡片情况+否认办卡,REZC,,10.0,2.0
12388,4.2,z_1495,询问最低还款额+还款后卡片情况+否认办卡,REZC,,10.0,2.0
12389,5.1,z_1495,询问最低还款额+还款后卡片情况+否认办卡,REZC,,10.0,2.0
12390,1.1,z_1523,询问逾期影响,REZC,,11.0,2.0
12391,2.1,z_1523,询问逾期影响,REZC,,11.0,2.0
12392,2.2,z_1523,询问逾期影响,REZC,,11.0,2.0
12393,3.1,z_1523,询问逾期影响,REZC,,11.0,2.0
12394,3.3,z_1523,询问逾期影响,REZC,,11.0,2.0
12395,4.2,z_1523,询问逾期影响,REZC,,11.0,2.0
12396,5.1,z_1523,询问逾期影响,REZC,,11.0,2.0
12397,1.1,2.1,本人,fzy,1.0,,1.0
12398,2.1,3.1,未还款原因,fzy,2.0,,1.0
12399,2.1,3.2,已还款,fzy,3.0,,1.0
12400,2.2,3.3,关联人,fzy,4.0,,1.0
12401,2.2,3.4,非关联人,fzy,5.0,,1.0
12402,3.1,4.1,同意今日还款,fzy,6.0,,1.0
12403,3.1,4.2,不同意今日还款,fzy,7.0,,1.0
12404,3.3,4.3,同意转告,fzy,9.0,,1.0
12405,4.2,5.1,同意明日还款,fzy,12.0,,1.0
12406,4.2,5.2,不同意明日还款,fzy,13.0,,1.0
12407,5.1,6.1,肯定还款时间,fzy,16.0,,1.0
12408,5.1,6.2,否定还款时间,fzy,17.0,,1.0
12423,1.1,z_3,询问逾期影响,fzy,,3.0,2.0
12424,2.1,z_3,询问逾期影响,fzy,,3.0,2.0
12425,2.2,z_3,询问逾期影响,fzy,,3.0,2.0
12426,3.1,z_3,询问逾期影响,fzy,,3.0,2.0
12427,3.3,z_3,询问逾期影响,fzy,,3.0,2.0
12428,4.2,z_3,询问逾期影响,fzy,,3.0,2.0
12429,5.1,z_3,询问逾期影响,fzy,,3.0,2.0
12430,1.1,z_4,询问账单+查消费明细+询问利率,fzy,,4.0,2.0
12431,2.1,z_4,询问账单+查消费明细+询问利率,fzy,,4.0,2.0
12432,2.2,z_4,询问账单+查消费明细+询问利率,fzy,,4.0,2.0
12433,3.1,z_4,询问账单+查消费明细+询问利率,fzy,,4.0,2.0
12434,3.3,z_4,询问账单+查消费明细+询问利率,fzy,,4.0,2.0
12435,4.2,z_4,询问账单+查消费明细+询问利率,fzy,,4.0,2.0
12436,5.1,z_4,询问账单+查消费明细+询问利率,fzy,,4.0,2.0
12437,1.1,z_5,询问处理方式,fzy,,5.0,2.0
12438,2.1,z_5,询问处理方式,fzy,,5.0,2.0
12439,2.2,z_5,询问处理方式,fzy,,5.0,2.0
12440,3.1,z_5,询问处理方式,fzy,,5.0,2.0
12441,3.3,z_5,询问处理方式,fzy,,5.0,2.0
12442,4.2,z_5,询问处理方式,fzy,,5.0,2.0
12443,5.1,z_5,询问处理方式,fzy,,5.0,2.0
12444,1.1,z_6,询问金额,fzy,,6.0,2.0
12445,2.1,z_6,询问金额,fzy,,6.0,2.0
12446,2.2,z_6,询问金额,fzy,,6.0,2.0
12447,3.1,z_6,询问金额,fzy,,6.0,2.0
12448,3.3,z_6,询问金额,fzy,,6.0,2.0
12449,4.2,z_6,询问金额,fzy,,6.0,2.0
12450,5.1,z_6,询问金额,fzy,,6.0,2.0
12451,1.1,z_7,询问机器人,fzy,,7.0,2.0
12452,2.1,z_7,询问机器人,fzy,,7.0,2.0
12453,2.2,z_7,询问机器人,fzy,,7.0,2.0
12454,3.1,z_7,询问机器人,fzy,,7.0,2.0
12455,3.3,z_7,询问机器人,fzy,,7.0,2.0
12456,4.2,z_7,询问机器人,fzy,,7.0,2.0
12457,5.1,z_7,询问机器人,fzy,,7.0,2.0
12458,1.1,z_8,询问机构+询问是哪个机构+询问机构机构,fzy,,8.0,2.0
12459,2.1,z_8,询问机构+询问是哪个机构+询问机构机构,fzy,,8.0,2.0
12460,2.2,z_8,询问机构+询问是哪个机构+询问机构机构,fzy,,8.0,2.0
12461,3.1,z_8,询问机构+询问是哪个机构+询问机构机构,fzy,,8.0,2.0
12462,3.3,z_8,询问机构+询问是哪个机构+询问机构机构,fzy,,8.0,2.0
12463,4.2,z_8,询问机构+询问是哪个机构+询问机构机构,fzy,,8.0,2.0
12464,5.1,z_8,询问机构+询问是哪个机构+询问机构机构,fzy,,8.0,2.0
12465,1.1,z_9,询问客服电话,fzy,,9.0,2.0
12466,2.1,z_9,询问客服电话,fzy,,9.0,2.0
12467,2.2,z_9,询问客服电话,fzy,,9.0,2.0
12468,3.1,z_9,询问客服电话,fzy,,9.0,2.0
12469,3.3,z_9,询问客服电话,fzy,,9.0,2.0
12470,4.2,z_9,询问客服电话,fzy,,9.0,2.0
12471,5.1,z_9,询问客服电话,fzy,,9.0,2.0
12472,1.1,z_10,等待语境,fzy,,10.0,2.0
12473,2.1,z_10,等待语境,fzy,,10.0,2.0
12474,2.2,z_10,等待语境,fzy,,10.0,2.0
12475,3.1,z_10,等待语境,fzy,,10.0,2.0
12476,3.3,z_10,等待语境,fzy,,10.0,2.0
12477,4.2,z_10,等待语境,fzy,,10.0,2.0
12478,5.1,z_10,等待语境,fzy,,10.0,2.0
12479,1.1,z_11,询问总欠款,fzy,,11.0,2.0
12480,2.1,z_11,询问总欠款,fzy,,11.0,2.0
12481,2.2,z_11,询问总欠款,fzy,,11.0,2.0
12482,3.1,z_11,询问总欠款,fzy,,11.0,2.0
12483,3.3,z_11,询问总欠款,fzy,,11.0,2.0
12484,4.2,z_11,询问总欠款,fzy,,11.0,2.0
12485,5.1,z_11,询问总欠款,fzy,,11.0,2.0
12486,1.1,z_12,询问时间,fzy,,12.0,2.0
12487,2.1,z_12,询问时间,fzy,,12.0,2.0
12488,2.2,z_12,询问时间,fzy,,12.0,2.0
12489,3.1,z_12,询问时间,fzy,,12.0,2.0
12490,3.3,z_12,询问时间,fzy,,12.0,2.0
12491,4.2,z_12,询问时间,fzy,,12.0,2.0
12492,5.1,z_12,询问时间,fzy,,12.0,2.0
12493,1.1,z_13,办理分期,fzy,,13.0,2.0
12494,2.1,z_13,办理分期,fzy,,13.0,2.0
12495,2.2,z_13,办理分期,fzy,,13.0,2.0
12496,3.1,z_13,办理分期,fzy,,13.0,2.0
12497,3.3,z_13,办理分期,fzy,,13.0,2.0
12498,4.2,z_13,办理分期,fzy,,13.0,2.0
12499,5.1,z_13,办理分期,fzy,,13.0,2.0
12500,1.1,z_14,注销卡片,fzy,,14.0,2.0
12501,2.1,z_14,注销卡片,fzy,,14.0,2.0
12502,2.2,z_14,注销卡片,fzy,,14.0,2.0
12503,3.1,z_14,注销卡片,fzy,,14.0,2.0
12504,3.3,z_14,注销卡片,fzy,,14.0,2.0
12505,4.2,z_14,注销卡片,fzy,,14.0,2.0
12506,5.1,z_14,注销卡片,fzy,,14.0,2.0
12507,1.1,z_15,询问是否可代偿,fzy,,15.0,2.0
12508,2.1,z_15,询问是否可代偿,fzy,,15.0,2.0
12509,2.2,z_15,询问是否可代偿,fzy,,15.0,2.0
12510,3.1,z_15,询问是否可代偿,fzy,,15.0,2.0
12511,3.3,z_15,询问是否可代偿,fzy,,15.0,2.0
12512,4.2,z_15,询问是否可代偿,fzy,,15.0,2.0
12513,5.1,z_15,询问是否可代偿,fzy,,15.0,2.0
12514,1.1,z_16,转人工,fzy,,16.0,2.0
12515,2.1,z_16,转人工,fzy,,16.0,2.0
12516,2.2,z_16,转人工,fzy,,16.0,2.0
12517,3.1,z_16,转人工,fzy,,16.0,2.0
12518,3.3,z_16,转人工,fzy,,16.0,2.0
12519,4.2,z_16,转人工,fzy,,16.0,2.0
12520,5.1,z_16,转人工,fzy,,16.0,2.0
12521,1.1,z_17,卡不是我在用,fzy,,17.0,2.0
12522,2.1,z_17,卡不是我在用,fzy,,17.0,2.0
12523,2.2,z_17,卡不是我在用,fzy,,17.0,2.0
12524,3.1,z_17,卡不是我在用,fzy,,17.0,2.0
12525,3.3,z_17,卡不是我在用,fzy,,17.0,2.0
12526,4.2,z_17,卡不是我在用,fzy,,17.0,2.0
12527,5.1,z_17,卡不是我在用,fzy,,17.0,2.0
12528,1.1,z_18,卡片遗失,fzy,,18.0,2.0
12529,2.1,z_18,卡片遗失,fzy,,18.0,2.0
12530,2.2,z_18,卡片遗失,fzy,,18.0,2.0
12531,3.1,z_18,卡片遗失,fzy,,18.0,2.0
12532,3.3,z_18,卡片遗失,fzy,,18.0,2.0
12533,4.2,z_18,卡片遗失,fzy,,18.0,2.0
12534,5.1,z_18,卡片遗失,fzy,,18.0,2.0
12535,1.1,z_19,询问能否自动扣款,fzy,,19.0,2.0
12536,2.1,z_19,询问能否自动扣款,fzy,,19.0,2.0
12537,2.2,z_19,询问能否自动扣款,fzy,,19.0,2.0
12538,3.1,z_19,询问能否自动扣款,fzy,,19.0,2.0
12539,3.3,z_19,询问能否自动扣款,fzy,,19.0,2.0
12540,4.2,z_19,询问能否自动扣款,fzy,,19.0,2.0
12541,5.1,z_19,询问能否自动扣款,fzy,,19.0,2.0
12542,1.1,z_20,免息还款,fzy,,20.0,2.0
12543,2.1,z_20,免息还款,fzy,,20.0,2.0
12544,2.2,z_20,免息还款,fzy,,20.0,2.0
12545,3.1,z_20,免息还款,fzy,,20.0,2.0
12546,3.3,z_20,免息还款,fzy,,20.0,2.0
12547,4.2,z_20,免息还款,fzy,,20.0,2.0
12548,5.1,z_20,免息还款,fzy,,20.0,2.0
12556,1.1,m_2,在忙语境,fzy,,2.0,3.0
12557,2.1,m_2,在忙语境,fzy,,2.0,3.0
12558,2.2,m_2,在忙语境,fzy,,2.0,3.0
12559,3.1,m_2,在忙语境,fzy,,2.0,3.0
12560,3.3,m_2,在忙语境,fzy,,2.0,3.0
12561,4.2,m_2,在忙语境,fzy,,2.0,3.0
12562,5.1,m_2,在忙语境,fzy,,2.0,3.0
12570,1.1,2.1,本人,fze,1.0,,1.0
12571,2.1,3.1,未还款原因,fze,2.0,,1.0
12572,2.1,3.2,已还款,fze,3.0,,1.0
12573,2.2,3.3,关联人,fze,4.0,,1.0
12574,2.2,3.4,非关联人,fze,5.0,,1.0
12575,3.1,4.1,同意今日还款,fze,6.0,,1.0
12576,3.1,4.2,不同意今日还款,fze,7.0,,1.0
12577,3.3,4.3,同意转告,fze,9.0,,1.0
12578,4.2,5.1,同意明日还款,fze,12.0,,1.0
12579,4.2,5.2,不同意明日还款,fze,13.0,,1.0
12580,5.1,6.1,肯定还款时间,fze,16.0,,1.0
12581,5.1,6.2,否定还款时间,fze,17.0,,1.0
12596,1.1,z_3,询问逾期影响,fze,,3.0,2.0
12597,2.1,z_3,询问逾期影响,fze,,3.0,2.0
12598,2.2,z_3,询问逾期影响,fze,,3.0,2.0
12599,3.1,z_3,询问逾期影响,fze,,3.0,2.0
12600,3.3,z_3,询问逾期影响,fze,,3.0,2.0
12601,4.2,z_3,询问逾期影响,fze,,3.0,2.0
12602,5.1,z_3,询问逾期影响,fze,,3.0,2.0
12603,1.1,z_4,询问账单+查消费明细+询问利率,fze,,4.0,2.0
12604,2.1,z_4,询问账单+查消费明细+询问利率,fze,,4.0,2.0
